query,top_k,http_status,source,fallback_reason,latency_ms,has_filters,attribute_count,first_selected_field,first_selected_value_number,first_selected_value_string,first_top_similarity,first_margin,first_selected_score,error
celu color negro,1,200,semantic,,4091,True,1,color,133.0,,1.0,,0.78,
celu color negro,3,200,semantic,,2917,True,1,color,133.0,,1.0,0.14313642907297175,0.790019550035108,
celular rojo barato,1,200,semantic,,3411,True,1,color,58.0,,0.9999993448691407,,0.7799994889979297,
celular rojo barato,3,200,semantic,,3017,True,1,color,487.0,,0.9999993448691407,0.0,0.7799994889979297,
smartphone con buena bateria,1,200,semantic,,2336,True,1,cellphone_battery,6000.0,,0.8505702403083882,,0.6634447874405428,
smartphone con buena bateria,3,200,semantic,,2068,True,1,cellphone_battery,5000.0,,0.8705451963514251,0.0425454770952437,0.6820034365507788,
celu 256gb barato,1,200,fallback,empty_embedding_matches,1918,False,0,,,,,,,
celu 256gb barato,3,200,fallback,empty_embedding_matches,2158,False,0,,,,,,,
